sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
225953,https://sofifa.com/player/225953/steven-bergwijn/210002,S. Bergwijn,Steven Bergwijn,22,1997-10-08,178,78,Netherlands,Tottenham Hotspur,English Premier League,1,83,88,34500000,105000,"LM, LW, RM",Right,2,2,4,High/Medium,Stocky,Yes,68100000,#Dribbler,SUB,23,,2020-01-29,2025,RM,7,87,79,78,85,39,72,,,,,,,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",78,77,60,84,75,87,78,66,62,85,88,87,79,79,90,84,68,79,78,83,50,34,78,80,68,77,,28,26,11,14,12,14,13,79+2,79+2,79+2,83+0,82+0,82+0,82+0,83+0,82+2,82+2,82+2,82+2,74+2,74+2,74+2,82+2,64+2,60+2,60+2,60+2,64+2,59+2,52+2,52+2,52+2,59+2
228618,https://sofifa.com/player/228618/ferland-mendy/210002,F. Mendy,Ferland Mendy,25,1995-06-08,180,73,France,Real Madrid,Spain Primera Division,1,83,88,30500000,160000,LB,Left,1,5,4,High/High,PLAYER_BODY_TYPE_350,Yes,64800000,"#Speedster, #Engine",LB,23,,2019-07-01,2025,SUB,19,92,64,76,79,78,82,,,,,,,"Flair, Speed Dribbler (AI)",78,63,72,80,50,80,72,35,78,78,91,92,80,82,78,69,78,88,79,64,82,79,80,75,49,78,,81,80,7,16,9,10,9,75+2,75+2,75+2,79+0,77+0,77+0,77+0,79+0,78+2,78+2,78+2,80+2,78+2,78+2,78+2,80+2,81+2,80+2,80+2,80+2,81+2,81+2,79+2,79+2,79+2,81+2
229880,https://sofifa.com/player/229880/aaron-wan-bissaka/210002,A. Wan-Bissaka,Aaron Wan-Bissaka,22,1997-11-26,183,72,England,Manchester United,English Premier League,1,83,88,30500000,115000,"RB, RWB",Right,1,2,4,Medium/High,PLAYER_BODY_TYPE_331,Yes,60200000,,RB,29,,2019-06-29,2024,,,86,51,68,80,82,74,,,,,,,Dives Into Tackles (AI),74,44,58,74,43,82,68,45,56,77,84,88,85,82,73,70,62,79,71,46,78,83,69,64,56,76,,85,90,9,8,6,8,8,67+2,67+2,67+2,73+0,71+0,71+0,71+0,73+0,71+2,71+2,71+2,74+2,71+2,71+2,71+2,74+2,81+2,77+2,77+2,77+2,81+2,81+2,79+2,79+2,79+2,81+2
235212,https://sofifa.com/player/235212/achraf-hakimi/210002,A. Hakimi,Achraf Hakimi Mouh,21,1998-11-04,181,73,Morocco,Inter,Italian Serie A,1,83,88,35000000,92000,RM,Right,1,2,3,High/Medium,Lean,Yes,60400000,#Speedster,RM,98,,2020-09-09,2025,,,94,70,76,82,72,76,,,,,,,"Dives Into Tackles (AI), Speed Dribbler (AI)",81,73,63,81,60,84,68,55,72,83,93,95,77,81,74,77,75,86,73,63,72,78,75,74,46,79,,74,76,10,8,14,6,8,77+2,77+2,77+2,81+0,80+0,80+0,80+0,81+0,79+2,79+2,79+2,82+2,78+2,78+2,78+2,82+2,81+2,77+2,77+2,77+2,81+2,79+2,74+2,74+2,74+2,79+2
210413,https://sofifa.com/player/210413/alessio-romagnoli/210002,A. Romagnoli,Alessio Romagnoli,25,1995-01-12,188,78,Italy,Milan,Italian Serie A,1,83,87,30000000,51000,CB,Left,2,3,2,Medium/High,Normal,No,53300000,#Tactician,LCB,13,,2015-08-11,2022,SUB,13,70,40,56,69,85,78,,,,,,,Long Passer (AI),36,30,78,75,28,68,36,24,71,76,68,72,59,80,53,64,79,71,79,46,85,86,31,45,34,76,,86,82,9,14,12,8,9,58+2,58+2,58+2,58+0,59+0,59+0,59+0,58+0,61+2,61+2,61+2,61+2,67+2,67+2,67+2,61+2,74+2,79+2,79+2,79+2,74+2,76+2,83+2,83+2,83+2,76+2
211117,https://sofifa.com/player/211117/dele-alli/210002,D. Alli,Bamidele Alli,24,1996-04-11,188,80,England,Tottenham Hotspur,English Premier League,1,83,87,34000000,105000,"CAM, CM",Right,3,3,4,High/High,PLAYER_BODY_TYPE_367,Yes,67200000,#Engine,SUB,20,,2015-02-02,2024,,,72,80,79,83,71,79,,,,,,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",68,82,81,83,79,84,75,68,81,85,68,76,75,84,68,78,71,89,73,79,81,72,86,84,76,87,,70,63,7,6,9,11,8,81+3,81+3,81+3,81+0,82+0,82+0,82+0,81+0,83+3,83+3,83+3,81+3,82+3,82+3,82+3,81+3,76+3,78+3,78+3,78+3,76+3,74+3,74+3,74+3,74+3,74+3
221363,https://sofifa.com/player/221363/donny-van-de-beek/210002,D. van de Beek,Donny van de Beek,23,1997-04-18,184,74,Netherlands,Manchester United,English Premier League,1,83,87,33000000,125000,"CM, CAM",Right,3,3,3,High/Medium,PLAYER_BODY_TYPE_251,Yes,65200000,,SUB,34,,2020-09-02,2025,SUB,6,70,80,78,78,72,80,,,,,,,"Flair, Outside Foot Shot",67,79,69,82,80,76,78,65,79,85,67,73,72,85,70,83,71,92,76,80,75,73,84,82,63,85,,74,68,7,12,8,10,14,79+3,79+3,79+3,78+0,80+0,80+0,80+0,78+0,80+3,80+3,80+3,79+3,82+3,82+3,82+3,79+3,76+3,78+3,78+3,78+3,76+3,75+3,74+3,74+3,74+3,75+3
229261,https://sofifa.com/player/229261/denis-zakaria/210002,D. Zakaria,Denis Lemi Zakaria Lako Lado,23,1996-11-20,190,80,Switzerland,Borussia Mönchengladbach,German 1. Bundesliga,1,83,87,30500000,45000,"CDM, CB, CM",Right,1,3,3,Medium/Medium,Normal,Yes,54100000,,RDM,8,,2017-07-01,2022,RCM,17,83,64,75,77,81,85,,,,,,,Playmaker (AI),68,66,67,83,35,78,64,46,76,80,81,85,68,84,64,74,65,80,87,63,89,81,65,76,38,84,,84,80,12,12,7,13,11,73+2,73+2,73+2,75+0,76+0,76+0,76+0,75+0,76+2,76+2,76+2,77+2,78+2,78+2,78+2,77+2,80+2,82+2,82+2,82+2,80+2,80+2,81+2,81+2,81+2,80+2
230666,https://sofifa.com/player/230666/gabriel-fernando-de-jesus/210002,Gabriel Jesus,Gabriel Fernando de Jesus,23,1997-04-03,175,73,Brazil,Manchester City,English Premier League,1,83,87,34500000,150000,ST,Right,2,3,4,High/High,PLAYER_BODY_TYPE_326,Yes,66400000,"#Dribbler, #Acrobat",ST,9,,2016-08-03,2023,,,85,82,72,87,42,71,,,,,,,"Flair, Chip Shot (AI), Technical Dribbler (AI)",66,85,77,77,77,86,76,54,66,86,87,83,91,87,90,81,78,79,65,76,73,32,87,77,75,81,,30,28,13,8,6,6,15,83+2,83+2,83+2,83+0,84+0,84+0,84+0,83+0,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,62+2,60+2,60+2,60+2,62+2,59+2,54+2,54+2,54+2,59+2
205600,https://sofifa.com/player/205600/samuel-umtiti/210002,S. Umtiti,Samuel Yves Umtiti,26,1993-11-14,182,75,France,FC Barcelona,Spain Primera Division,1,83,86,28500000,170000,CB,Left,3,3,2,Medium/Medium,PLAYER_BODY_TYPE_269,Yes,60600000,,SUB,23,,2016-07-12,2023,,,66,62,69,69,83,79,,,,,,,Injury Prone,61,51,79,78,65,64,72,62,73,77,65,67,61,80,66,83,85,65,85,70,82,84,51,58,61,82,,84,83,15,10,14,12,15,68+3,68+3,68+3,66+0,67+0,67+0,67+0,66+0,67+3,67+3,67+3,67+3,71+3,71+3,71+3,67+3,75+3,79+3,79+3,79+3,75+3,77+3,82+3,82+3,82+3,77+3
207410,https://sofifa.com/player/207410/mateo-kovacic/210002,M. Kovačić,Mateo Kovačić,26,1994-05-06,176,80,Croatia,Chelsea,English Premier League,1,83,86,31500000,120000,"CM, CDM",Right,3,4,4,High/High,Normal,Yes,62200000,"#Dribbler, #Acrobat",SUB,17,,2019-07-01,2024,,,75,69,83,88,69,70,,,,,,,"Flair, Playmaker (AI), Technical Dribbler (AI)",73,61,42,90,76,88,79,70,82,89,78,73,87,82,84,79,76,79,63,75,77,74,72,84,59,81,,73,66,9,5,6,7,7,72+3,72+3,72+3,80+0,79+0,79+0,79+0,80+0,82+3,82+3,82+3,81+3,83+3,83+3,83+3,81+3,77+3,79+3,79+3,79+3,77+3,74+3,70+3,70+3,70+3,74+3
210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/210002,João Cancelo,João Pedro Cavaco Cancelo,26,1994-05-27,182,74,Portugal,Manchester City,English Premier League,1,83,86,28000000,140000,RB,Right,2,3,4,High/Medium,PLAYER_BODY_TYPE_318,Yes,53900000,,SUB,27,,2019-08-07,2025,SUB,2,86,65,79,83,77,70,,,,,,,Technical Dribbler (AI),83,58,68,81,62,85,82,69,75,84,87,85,78,81,78,80,72,89,60,68,73,76,78,78,46,82,,80,80,6,9,15,14,14,74+2,74+2,74+2,80+0,79+0,79+0,79+0,80+0,79+2,79+2,79+2,81+2,80+2,80+2,80+2,81+2,82+2,79+2,79+2,79+2,82+2,81+2,76+2,76+2,76+2,81+2
227928,https://sofifa.com/player/227928/nelson-cabral-semedo/210002,Nélson Semedo,Nélson Cabral Semedo,26,1993-11-16,177,67,Portugal,FC Barcelona,Spain Primera Division,1,83,86,28000000,170000,RB,Right,2,3,4,Medium/High,Lean,No,59500000,"#Speedster, #Acrobat",RB,2,,2017-07-14,2022,,,92,57,69,82,77,76,,,,,,,Speed Dribbler (AI),76,50,58,76,42,82,61,30,65,81,91,93,87,82,81,74,79,92,66,60,81,81,72,62,38,79,,81,80,16,12,10,14,12,70+2,70+2,70+2,76+0,74+0,74+0,74+0,76+0,74+2,74+2,74+2,77+2,74+2,74+2,74+2,77+2,82+2,78+2,78+2,78+2,82+2,81+2,77+2,77+2,77+2,81+2
192984,https://sofifa.com/player/192984/koen-casteels/210002,K. Casteels,Koen Casteels,28,1992-06-25,197,86,Belgium,VfL Wolfsburg,German 1. Bundesliga,1,83,85,22500000,53000,GK,Left,2,2,1,Medium/Medium,Normal,Yes,39900000,,GK,1,,2015-01-21,2024,SUB,13,,,,,,,83,80,80,84,45,83,Comes For Crosses,15,15,14,35,13,14,20,13,37,23,44,46,50,82,43,60,58,44,72,18,33,16,15,42,20,40,,19,17,83,80,80,83,84,32+2,32+2,32+2,29+0,31+0,31+0,31+0,29+0,32+2,32+2,32+2,31+2,33+2,33+2,33+2,31+2,29+2,32+2,32+2,32+2,29+2,29+2,29+2,29+2,29+2,29+2
199482,https://sofifa.com/player/199482/anthony-lopes/210002,A. Lopes,Anthony Lopes,29,1990-10-01,184,81,Portugal,Olympique Lyonnais,French Ligue 1,1,83,85,22000000,69000,GK,Left,2,2,1,Medium/Medium,Normal,Yes,43500000,,GK,1,,2011-07-01,2023,SUB,22,,,,,,,85,80,74,86,64,80,"Team Player, Comes For Crosses",19,18,16,32,13,15,15,14,31,21,63,64,67,83,62,56,82,36,73,18,43,25,9,48,16,65,,15,13,85,80,74,80,86,33+2,33+2,33+2,32+0,33+0,33+0,33+0,32+0,33+2,33+2,33+2,33+2,32+2,32+2,32+2,33+2,31+2,32+2,32+2,32+2,31+2,31+2,31+2,31+2,31+2,31+2
204923,https://sofifa.com/player/204923/marcel-sabitzer/210002,M. Sabitzer,Marcel Sabitzer,26,1994-03-17,178,76,Austria,RB Leipzig,German 1. Bundesliga,1,83,85,31000000,73000,"CM, CAM",Right,3,4,3,High/High,Normal,Yes,55000000,#Distance Shooter,LDM,7,,2014-07-01,2022,CAM,9,80,83,80,80,65,78,,,,,,,"Injury Prone, Long Shot Taker (AI), Outside Foot Shot",74,81,60,83,82,79,75,78,79,82,76,83,75,86,80,88,71,84,76,88,77,64,83,83,65,80,,64,59,11,13,14,15,13,80+3,80+3,80+3,81+0,82+0,82+0,82+0,81+0,82+3,82+3,82+3,81+3,81+3,81+3,81+3,81+3,74+3,75+3,75+3,75+3,74+3,72+3,69+3,69+3,69+3,72+3
219693,https://sofifa.com/player/219693/diego-carlos-santos-silva/210002,Diego Carlos,Diego Carlos Santos Silva,27,1993-03-15,185,86,Brazil,Sevilla FC,Spain Primera Division,1,83,85,27000000,39000,CB,Right,2,4,3,Medium/High,Stocky,No,58700000,#Strength,LCB,20,,2019-07-01,2024,,,77,47,63,67,82,83,,,,,,,"Solid Player, Long Passer (AI)",35,32,79,76,34,65,47,71,74,71,78,76,68,82,55,73,82,74,86,57,85,84,52,63,41,75,,82,81,7,10,14,7,11,63+2,63+2,63+2,62+0,65+0,65+0,65+0,62+0,66+2,66+2,66+2,64+2,71+2,71+2,71+2,64+2,73+2,79+2,79+2,79+2,73+2,75+2,82+2,82+2,82+2,75+2
192774,https://sofifa.com/player/192774/kostas-manolas/210002,K. Manolas,Konstantinos Manolas,29,1991-06-14,189,83,Greece,Napoli,Italian Serie A,1,83,84,24500000,84000,CB,Right,3,2,2,Low/High,Normal,No,43500000,#Tactician,RCB,44,,2019-07-02,2024,,,82,25,42,60,85,79,,,,,,,Dives Into Tackles (AI),27,25,80,60,16,54,30,10,61,65,80,83,67,81,60,40,86,69,81,12,86,86,25,22,26,83,,85,87,8,6,8,15,12,52+3,52+3,52+3,50+0,50+0,50+0,50+0,50+0,50+3,50+3,50+3,54+3,56+3,56+3,56+3,54+3,71+3,73+3,73+3,73+3,71+3,75+3,82+2,82+2,82+2,75+3
197061,https://sofifa.com/player/197061/joel-matip/210002,J. Matip,Joël Andre Job Matip,28,1991-08-08,194,90,Cameroon,Liverpool,English Premier League,1,83,84,25500000,115000,CB,Right,2,2,2,Medium/Medium,Lean,Yes,49100000,"#Aerial Threat, #Tactician",SUB,32,,2016-07-01,2024,,,60,46,68,68,85,78,,,,,,,Injury Prone,54,36,84,77,50,69,63,22,74,72,51,67,51,84,42,66,75,69,80,48,84,86,48,72,42,79,,86,80,11,15,10,7,10,62+2,62+2,62+2,62+0,64+0,64+0,64+0,62+0,66+2,66+2,66+2,65+2,72+2,72+2,72+2,65+2,74+2,80+2,80+2,80+2,74+2,76+2,83+1,83+1,83+1,76+2
205069,https://sofifa.com/player/205069/juan-bernat-velasco/210002,Juan Bernat,Juan Bernat Velasco,27,1993-03-01,170,67,Spain,Paris Saint-Germain,French Ligue 1,1,83,84,25500000,95000,"LB, LM",Left,2,3,4,High/Medium,Normal,Yes,49100000,,RES,14,,2018-08-31,2021,,,81,64,79,83,76,67,,,,,,,Speed Dribbler (AI),85,65,57,82,61,83,78,51,73,83,82,81,85,83,88,64,74,79,57,62,75,79,78,77,53,78,,81,78,8,9,12,11,16,72+2,72+2,72+2,80+0,77+0,77+0,77+0,80+0,79+2,79+2,79+2,80+2,79+2,79+2,79+2,80+2,81+2,78+2,78+2,78+2,81+2,80+2,74+2,74+2,74+2,80+2
216594,https://sofifa.com/player/216594/nabil-fekir/210002,N. Fekir,Nabil Fekir,26,1993-07-18,173,75,France,Real Betis,Spain Primera Division,1,83,84,30500000,38000,"CAM, RM, ST",Left,3,4,4,High/Medium,Stocky,Yes,66300000,#Dribbler,RM,8,,2019-07-23,2023,SUB,18,79,82,81,87,38,79,,,,,,,"Power Free-Kick, Finesse Shot, Flair, Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",79,82,49,84,77,88,83,79,77,87,80,79,81,79,91,84,64,79,81,83,79,34,83,82,74,89,,42,30,15,9,8,14,15,79+3,79+3,79+3,83+0,83+0,83+0,83+0,83+0,83+1,83+1,83+1,83+1,78+3,78+3,78+3,83+1,64+3,63+3,63+3,63+3,64+3,59+3,53+3,53+3,53+3,59+3
41236,https://sofifa.com/player/41236/zlatan-ibrahimovic/210002,Z. Ibrahimović,Zlatan Ibrahimović,38,1981-10-03,195,95,Sweden,Milan,Italian Serie A,1,83,83,9500000,49000,ST,Right,5,4,5,Medium/Low,PLAYER_BODY_TYPE_381,Yes,16200000,"#Poacher, #Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward",ST,11,,2020-01-02,2021,,,52,88,77,79,34,77,,,,,,,"Leadership, Flair, Long Shot Taker (AI), Outside Foot Shot",68,86,80,78,88,80,80,78,73,86,53,52,71,82,39,90,67,54,87,88,84,20,91,84,89,90,,37,24,13,15,10,9,12,82+1,82+1,82+1,78+0,81+0,81+0,81+0,78+0,81+2,81+2,81+2,76+3,75+3,75+3,75+3,76+3,53+3,58+3,58+3,58+3,53+3,50+3,52+3,52+3,52+3,50+3
162347,https://sofifa.com/player/162347/joao-filipe-moutinho/210002,João Moutinho,João Filipe Iria Santos Moutinho,33,1986-09-08,170,61,Portugal,Wolverhampton Wanderers,English Premier League,1,83,83,15000000,110000,CM,Right,3,4,3,High/High,Normal,Yes,28500000,#Playmaker,LCM,28,,2018-07-24,2022,SUB,8,56,75,86,83,72,66,,,,,,,"Long Passer (AI), Playmaker (AI), Outside Foot Shot",85,73,70,87,76,82,84,81,86,86,60,53,75,79,85,77,71,77,58,79,71,72,74,87,70,89,,74,68,13,15,15,13,13,74+3,74+3,74+3,78+0,78+0,78+0,78+0,78+0,81+2,81+2,81+2,79+3,82+1,82+1,82+1,79+3,76+3,78+3,78+3,78+3,76+3,74+3,71+3,71+3,71+3,74+3
163705,https://sofifa.com/player/163705/steve-mandanda/210002,S. Mandanda,Steve Mandanda,35,1985-03-28,185,82,France,Olympique de Marseille,French Ligue 1,1,83,83,7000000,28000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,13300000,,GK,30,,2017-07-11,2024,SUB,16,,,,,,,81,81,78,84,48,81,"Leadership, Team Player",14,13,13,46,13,19,13,12,36,27,53,43,52,82,36,59,74,31,61,7,37,23,11,55,11,64,,15,13,81,81,78,81,84,32+3,32+3,32+3,32+0,34+0,34+0,34+0,32+0,36+3,36+3,36+3,34+3,36+3,36+3,36+3,34+3,30+3,34+3,34+3,34+3,30+3,29+3,29+3,29+3,29+3,29+3
167664,https://sofifa.com/player/167664/gonzalo-higuain/210002,G. Higuaín,Gonzalo Gerardo Higuaín,32,1987-12-10,186,89,Argentina,Inter Miami,USA Major League Soccer,1,83,83,20500000,17000,ST,Right,4,4,3,High/Medium,PLAYER_BODY_TYPE_376,Yes,30800000,#Clinical Finisher,ST,9,,2020-09-18,2021,,,65,85,71,80,31,69,,,,,,,Outside Foot Shot,68,87,77,75,85,80,74,62,60,83,62,67,71,84,69,86,78,57,82,80,50,20,90,75,70,85,,22,18,5,12,7,5,10,82+1,82+1,82+1,78+0,81+0,81+0,81+0,78+0,78+3,78+3,78+3,76+3,70+3,70+3,70+3,76+3,53+3,52+3,52+3,52+3,53+3,49+3,47+3,47+3,47+3,49+3
169195,https://sofifa.com/player/169195/renato-augusto/210002,Renato Augusto,Renato Soares de Oliveira Augusto,32,1988-02-08,186,86,Brazil,Beijing Sinobo Guoan FC,Chinese Super League,1,83,83,19500000,33000,"CM, CAM, LM",Right,2,4,4,High/High,Normal,No,31200000,,LCM,5,,2016-01-08,2021,,,71,79,82,81,72,77,,,,,,,"Leadership, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",75,78,65,85,77,82,80,83,83,81,73,70,73,86,73,81,49,85,79,81,67,72,74,83,78,82,,73,64,6,11,16,15,8,78+2,78+2,78+2,79+0,80+0,80+0,80+0,79+0,81+2,81+2,81+2,80+2,82+1,82+1,82+1,80+2,77+2,78+2,78+2,78+2,77+2,75+2,72+2,72+2,72+2,75+2
169416,https://sofifa.com/player/169416/carlos-vela/210002,C. Vela,Carlos Alberto Vela Garrido,31,1989-03-01,177,77,Mexico,Los Angeles FC,USA Major League Soccer,1,83,83,22500000,17000,"RW, LW, CAM",Left,3,2,4,High/Low,Normal,Yes,33800000,,ST,10,,2018-01-01,2022,,,80,82,78,84,31,67,,,,,,,"Leadership, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",78,85,67,81,82,84,84,71,66,85,80,80,81,83,81,76,65,74,67,84,57,37,84,81,72,83,,22,14,8,14,8,13,10,80+3,80+3,80+3,83+0,83+0,83+0,83+0,83+0,82+1,82+1,82+1,81+2,75+3,75+3,75+3,81+2,60+3,57+3,57+3,57+3,60+3,55+3,47+3,47+3,47+3,55+3
170890,https://sofifa.com/player/170890/blaise-matuidi/210002,B. Matuidi,Blaise Matuidi,33,1987-04-09,180,75,France,Inter Miami,USA Major League Soccer,1,83,83,12500000,14000,"CDM, CM",Left,3,2,2,Medium/High,PLAYER_BODY_TYPE_340,Yes,18800000,,LDM,8,,2020-08-13,2021,,,75,66,75,77,82,79,,,,,,,Solid Player,74,60,68,80,72,76,60,52,77,77,76,75,83,81,79,78,84,85,73,67,86,83,72,74,56,82,,83,85,8,11,5,10,14,72+3,72+3,72+3,74+0,74+0,74+0,74+0,74+0,75+3,75+3,75+3,76+3,77+3,77+3,77+3,76+3,81+2,81+2,81+2,81+2,81+2,80+3,81+2,81+2,81+2,80+3
172871,https://sofifa.com/player/172871/jan-vertonghen/210002,J. Vertonghen,Jan Bert Lieve Vertonghen,33,1987-04-24,189,86,Belgium,SL Benfica,Portuguese Liga ZON SAGRES,1,83,83,12000000,21000,"CB, LB",Left,3,3,3,High/High,Normal,Yes,24000000,,LCB,5,,2020-08-14,2023,LCB,5,58,62,72,71,85,78,,,,,,,Power Free-Kick,70,54,78,77,52,70,66,70,73,77,55,61,56,82,60,80,83,72,79,66,84,85,56,66,66,81,,85,86,6,10,9,12,7,68+3,68+3,68+3,67+0,68+0,68+0,68+0,67+0,69+3,69+3,69+3,69+3,73+3,73+3,73+3,69+3,77+3,80+3,80+3,80+3,77+3,78+3,82+1,82+1,82+1,78+3
173731,https://sofifa.com/player/173731/gareth-bale/210002,G. Bale,Gareth Frank Bale,30,1989-07-16,185,82,Wales,Tottenham Hotspur,English Premier League,1,83,83,24500000,130000,RW,Left,4,3,4,Medium/Medium,PLAYER_BODY_TYPE_357,Yes,,"#Distance Shooter, #Crosser, #FK Specialist",SUB,9,Real Madrid,,2021,RM,11,88,84,82,80,58,73,,,,,,,"Long Throw-in, Injury Prone, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Chip Shot (AI)",87,81,84,80,85,80,90,87,79,83,86,89,78,79,65,90,82,69,77,87,65,59,83,79,76,85,,55,52,15,15,11,5,6,83+0,83+0,83+0,82+0,82+0,82+0,82+0,82+0,81+2,81+2,81+2,82+1,78+3,78+3,78+3,82+1,71+3,69+3,69+3,69+3,71+3,70+3,66+3,66+3,66+3,70+3
176676,https://sofifa.com/player/176676/marcelo-vieira-da-silva/210002,Marcelo,Marcelo Vieira da Silva Júnior,32,1988-05-12,174,75,Brazil,Real Madrid,Spain Primera Division,1,83,83,16000000,170000,LB,Left,4,4,5,High/Low,PLAYER_BODY_TYPE_353,Yes,32800000,#Dribbler,SUB,12,,2007-01-01,2022,,,79,73,80,88,76,76,,,,,,,"Flair, Long Passer (AI), Outside Foot Shot, Team Player",84,73,73,81,63,89,84,67,77,91,81,78,83,82,85,81,76,74,76,70,80,80,81,78,59,82,,77,79,12,5,5,5,9,79+3,79+3,79+3,82+0,82+0,82+0,82+0,82+0,82+1,82+1,82+1,82+1,81+2,81+2,81+2,82+1,80+3,79+3,79+3,79+3,80+3,79+3,77+3,77+3,77+3,79+3
178518,https://sofifa.com/player/178518/radja-nainggolan/210002,R. Nainggolan,Radja Nainggolan,32,1988-05-04,176,65,Belgium,Inter,Italian Serie A,1,83,83,20000000,125000,"CAM, CM, CF",Right,3,3,3,High/High,PLAYER_BODY_TYPE_282,Yes,33000000,"#Engine, #Distance Shooter, #Tackling, #Tactician",RES,44,,2018-07-01,2022,,,71,80,80,83,83,81,,,,,,,"Long Shot Taker (AI), Outside Foot Shot",73,75,59,85,75,83,73,68,82,84,71,71,75,85,83,86,74,89,75,89,88,86,84,80,63,84,,86,90,11,11,14,8,11,78+3,78+3,78+3,80+0,81+0,81+0,81+0,80+0,82+1,82+1,82+1,81+2,84+,84+,84+,81+2,83+0,85+,85+,85+,83+0,82+1,81+2,81+2,81+2,82+1
178562,https://sofifa.com/player/178562/ever-banega/210002,E. Banega,Éver Maximiliano David Banega,32,1988-06-29,174,71,Argentina,Al Shabab,Saudi Abdul L. Jameel League,1,83,83,19500000,55000,"CM, CDM",Right,3,4,4,High/Medium,Normal,Yes,33200000,,LCM,24,,2020-08-22,2023,,,63,74,84,82,76,70,,,,,,,"Flair, Long Passer (AI), Playmaker (AI), Outside Foot Shot",80,71,55,85,65,83,83,81,84,84,65,61,76,81,80,76,56,69,67,81,83,79,75,85,78,80,,77,76,13,8,7,7,10,73+3,73+3,73+3,78+0,78+0,78+0,78+0,78+0,80+3,80+3,80+3,78+3,82+1,82+1,82+1,78+3,77+3,80+3,80+3,80+3,77+3,76+3,75+3,75+3,75+3,76+3
180930,https://sofifa.com/player/180930/edin-dzeko/210002,E. Džeko,Edin Džeko,34,1986-03-17,193,80,Bosnia Herzegovina,Roma,Italian Serie A,1,83,83,13500000,81000,ST,Right,3,5,2,Medium/Medium,Lean,Yes,23000000,#Poacher,ST,9,,2015-07-01,2022,,,59,84,71,75,46,73,,,,,,,Finesse Shot,63,88,83,77,77,76,65,54,72,85,61,58,56,83,36,86,64,70,81,79,58,50,89,75,67,83,,28,16,9,11,13,15,15,82+1,82+1,82+1,76+0,80+0,80+0,80+0,76+0,78+3,78+3,78+3,76+3,74+3,74+3,74+3,76+3,59+3,62+3,62+3,62+3,59+3,56+3,56+3,56+3,56+3,56+3
181872,https://sofifa.com/player/181872/arturo-vidal/210002,A. Vidal,Arturo Erasmo Vidal Pardo,33,1987-05-22,180,75,Chile,Inter,Italian Serie A,1,83,83,15000000,125000,"CM, CDM, CAM",Right,4,4,3,High/High,PLAYER_BODY_TYPE_267,Yes,24800000,#Engine,SUB,22,,2020-09-22,2022,LCM,8,65,79,79,78,83,86,,,,,,,"Dives Into Tackles (AI), Power Header",76,75,81,81,78,76,76,68,80,82,66,65,73,85,77,84,82,86,83,81,93,84,82,81,81,80,,86,83,4,2,4,2,4,79+3,79+3,79+3,77+0,79+0,79+0,79+0,77+0,79+3,79+3,79+3,78+3,82+1,82+1,82+1,78+3,80+3,83+0,83+0,83+0,80+3,81+2,83+0,83+0,83+0,81+2
